order_id	oder_unix_timestamp	sales_territory	sku_id	items_qty	price_per_item
70300579	1610164808	19	13	18	320,08
74193661	1611441092	20	23	21	192,83
99587487	1611769736	10	27	27	268,29
85567474	1609668755	10	3	29	36,71
86014061	1611877581	1	20	43	326,33
63199623	1611806006	10	26	4	182,14
20544685	1610799755	12	28	39	385,96
28107120	1611114870	19	4	41	34,12
17196733	1611616283	6	17	9	329,47
28696857	1609481974	19	26	12	182,14
16847850	1609872000	3	10	26	520,6
51538179	1611614428	16	15	39	473,88
44746163	1611027567	15	8	35	30,44
65229518	1610690442	15	1	26	317,94
82545817	1609503677	4	15	9	473,88
22199503	1609972731	3	9	24	25,39
53515221	1610950376	7	16	44	426,14
99264102	1611659004	8	11	47	321,25
78515524	1610187409	3	10	12	520,6
16410602	1610986318	5	9	13	25,39
92723098	1612093749	15	21	14	327,22
15793758	1611334188	17	1	38	317,94
71360271	1611169053	9	3	23	36,71
96375059	1611318383	3	29	25	413,17
28758311	1611262088	12	19	13	31,01
14981610	1609972788	1	27	14	268,29
67313667	1610802771	4	6	11	41,96
43591775	1611850875	8	19	6	31,01
41470159	1609952769	16	1	18	317,94
91341630	1610460297	18	21	5	327,22
41715997	1610989458	13	7	8	39,77
94267800	1610830536	6	4	19	34,12
67900366	1611472899	7	20	22	326,33
18113595	1611729497	12	29	10	413,17
37891286	1610200237	8	6	45	41,96
72433884	1611123276	5	13	20	320,08
92523074	1611734980	6	18	16	394,4
65881699	1611332267	20	29	31	413,17
54902994	1609605548	15	13	38	320,08
83021179	1611550377	12	21	2	327,22
65021198	1610097268	9	26	47	182,14
70334332	1610416097	9	14	9	628,36
63817768	1610621904	15	7	40	39,77
82814080	1610409145	1	1	5	317,94
70612611	1611457609	18	22	28	324,86
54054904	1610922704	3	14	34	628,36
46793408	1610903160	15	6	36	41,96
50044844	1611894852	7	5	9	37,64
60332254	1610627864	7	11	24	321,25
91375862	1610224360	17	11	30	321,25
76394903	1611590543	3	13	37	320,08
26784814	1611988823	2	13	11	320,08
15295136	1609829245	13	8	26	30,44
51987151	1612099597	16	5	24	37,64
16154311	1610802209	4	22	30	324,86
62150894	1610448910	12	10	23	520,6
99863818	1611950410	3	20	34	326,33
21576557	1611582368	1	6	40	41,96
65211208	1610131772	18	27	36	268,29
39442864	1611019865	12	8	24	30,44
84570762	1611239045	14	16	43	426,14
61514576	1610178215	8	12	6	303,02
81203874	1611426956	1	19	35	31,01
13518597	1611909611	11	1	19	317,94
98376762	1610726847	10	23	34	192,83
38163753	1611567573	8	18	29	394,4
79022966	1611005851	3	2	18	41,76
64537713	1611098206	2	28	11	385,96
37676155	1611259960	7	17	30	329,47
59744224	1611077204	17	29	16	413,17
53506979	1610208158	3	1	13	317,94
83258611	1610171008	16	29	39	413,17
32463842	1611045277	19	15	17	473,88
58840041	1611152036	1	4	14	34,12
28297233	1610338580	9	29	45	413,17
63525313	1611509928	14	10	8	520,6
58107542	1609631353	18	27	11	268,29
93716462	1610069978	7	5	38	37,64
41234486	1611462695	7	15	27	473,88
68273936	1611328908	2	4	35	34,12
30763480	1611539184	8	6	1	41,96
11585119	1611433462	18	11	25	321,25
83426419	1612003459	5	5	13	37,64
21066199	1609500073	8	16	42	426,14
14250605	1610282026	3	23	3	192,83
38427542	1610318381	8	15	45	473,88
14806730	1610266001	18	25	26	268,58
84026923	1609964532	16	25	19	268,58
70472695	1611303171	1	21	42	327,22
39130499	1610200107	13	1	40	317,94
45799558	1610747768	8	24	8	599,19
64298984	1609702406	9	21	31	327,22
89413335	1610785920	16	23	8	192,83
47764066	1609851399	7	24	18	599,19
64768622	1611572547	18	25	5	268,58
67826646	1611814166	9	8	43	30,44
87905545	1610989926	11	19	33	31,01
52543055	1611947811	4	8	36	30,44
15097839	1611890913	20	21	34	327,22
94889251	1611936250	19	13	33	320,08
31246254	1611512928	8	9	41	25,39
66198428	1611674095	3	28	34	385,96
93236747	1610143156	7	11	23	321,25
75943913	1611154888	14	29	17	413,17
92009331	1611270212	9	18	13	394,4
36281641	1611809134	3	19	12	31,01
88837589	1611361449	11	13	10	320,08
38379391	1612113124	12	6	22	41,96
30818145	1611314240	16	7	28	39,77
62422323	1611270602	1	9	25	25,39
68345133	1610338830	4	5	46	37,64
29977133	1611549877	12	2	21	41,76
86755800	1610329687	3	27	3	268,29
88583868	1609862053	4	6	31	41,96
43904860	1609573451	13	6	14	41,96
67747788	1611042185	3	16	1	426,14
58303773	1610731052	19	10	37	520,6
39169250	1611952954	10	1	21	317,94
88812447	1610406559	11	8	42	30,44
82701648	1610494363	9	11	17	321,25
18317663	1609489052	11	9	1	25,39
82911840	1609713038	1	29	11	413,17
10614494	1610665745	16	28	17	385,96
93702464	1610459044	7	3	12	36,71
72970907	1610810446	19	4	14	34,12
52073681	1609731179	9	24	21	599,19
30660555	1610210256	16	11	5	321,25
84098747	1610561971	6	9	40	25,39
85211640	1611963525	9	11	12	321,25
60279959	1610901322	8	1	24	317,94
49123020	1609783717	9	22	39	324,86
22853380	1611645725	6	13	6	320,08
17694454	1610162185	10	24	16	599,19
47117727	1609975241	8	1	6	317,94
31667096	1609721019	18	12	12	303,02
98684489	1609747737	6	8	42	30,44
99586903	1611747214	9	23	25	192,83
55421647	1610090278	17	12	16	303,02
24611967	1610394829	9	26	43	182,14
96252343	1610489282	11	12	5	303,02
10913117	1610244238	7	2	36	41,76
17726096	1611809015	11	29	31	413,17
57221463	1611322204	8	1	38	317,94
33523270	1611513897	6	21	40	327,22
47989592	1611717239	10	10	40	520,6
96182805	1609964684	10	13	46	320,08
38042581	1611546166	7	27	29	268,29
42392900	1611761702	19	14	14	628,36
42208645	1611773318	10	15	15	473,88
15318091	1609492768	10	19	5	31,01
66513493	1609511692	5	3	37	36,71
21746605	1611315407	2	11	5	321,25
34851574	1611059892	12	9	9	25,39
71771095	1611594648	2	8	11	30,44
30813645	1610140974	16	1	8	317,94
90394660	1609916866	6	4	1	34,12
73088908	1611098808	3	3	27	36,71
21937708	1610656173	10	5	8	37,64
33771076	1610734191	12	19	1	31,01
72649541	1610083245	8	28	40	385,96
39771803	1611703828	14	3	16	36,71
41525553	1611252613	20	20	46	326,33
69059874	1609558757	11	5	6	37,64
21374307	1611488132	8	14	39	628,36
11401561	1612082400	1	17	20	329,47
24379918	1611469390	13	8	12	30,44
61537008	1611446687	5	17	16	329,47
48032100	1610136483	8	3	10	36,71
32399037	1611612965	15	2	6	41,76
96393695	1611458908	19	8	6	30,44
22269691	1610918305	14	21	2	327,22
34069737	1611890716	8	28	31	385,96
76931972	1611477141	20	16	47	426,14
58912630	1609499404	5	8	1	30,44
98683332	1610064375	6	24	46	599,19
81149486	1611624726	19	22	34	324,86
61054830	1611539978	10	27	25	268,29
49797908	1609904112	16	26	23	182,14
97492370	1611830696	15	21	46	327,22
61332574	1611026752	8	12	5	303,02
24810280	1610575024	7	19	2	31,01
47724283	1610344868	12	1	20	317,94
49466065	1611868356	6	15	40	473,88
85798099	1609639650	2	22	22	324,86
26145180	1609587339	16	15	9	473,88
85002932	1610464235	18	26	39	182,14
89791480	1611111203	18	18	21	394,4
55388872	1611731954	18	3	45	36,71
52902861	1610354594	16	19	14	31,01
62216220	1611788765	7	17	39	329,47
75994313	1610260760	5	4	43	34,12
16232056	1610783170	11	22	34	324,86
72626453	1609714472	17	17	31	329,47
92931206	1611309699	7	4	35	34,12
66059498	1611501780	8	6	35	41,96
12848335	1609759231	9	19	34	31,01
31614004	1609879384	11	20	13	326,33
51477375	1611498608	11	4	4	34,12
16032667	1611891884	14	22	8	324,86
57981603	1611103859	3	10	18	520,6
96787514	1611774584	12	8	25	30,44
24087111	1610679200	8	26	5	182,14
12367407	1609975534	6	11	4	321,25
81722048	1610522849	10	6	8	41,96
84117712	1611630366	16	18	6	394,4
97097725	1609599087	18	14	40	628,36
62998040	1610893699	4	2	40	41,76
98322362	1611643895	4	5	44	37,64
44766108	1609851136	3	15	30	473,88
88906881	1611629314	1	3	8	36,71
70209668	1610288024	12	10	2	520,6
59199652	1610111287	19	8	35	30,44
18099608	1609498373	11	18	18	394,4
26707438	1611708175	15	2	25	41,76
72435996	1610301005	19	19	43	31,01
78299015	1610683104	5	16	4	426,14
73624136	1610660586	5	3	45	36,71
80746185	1609941678	1	14	36	628,36
23674824	1610812264	4	27	2	268,29
49177822	1611908629	4	5	46	37,64
46881191	1609976884	20	26	19	182,14
57245435	1609811081	4	10	30	520,6
69982682	1610489501	15	26	41	182,14
96718073	1609615965	15	25	11	268,58
71527716	1611123427	17	20	30	326,33
47707683	1611533713	8	11	32	321,25
19122840	1609596645	9	29	41	413,17
53168783	1610402239	1	7	35	39,77
88303382	1610648314	8	13	37	320,08
76105269	1611340065	8	11	41	321,25
97315610	1611600739	5	3	17	36,71
49995410	1611726388	4	11	26	321,25
69246345	1610978985	15	20	32	326,33
21683640	1612066525	19	11	20	321,25
31790644	1611322055	3	17	10	329,47
69610741	1611719573	1	1	9	317,94
75023286	1611374560	6	10	38	520,6
19678023	1611541228	18	23	4	192,83
14871560	1610479401	16	28	35	385,96
82031243	1610705238	20	27	38	268,29
95524411	1610777979	12	15	1	473,88
49383721	1609922446	6	24	44	599,19
59598558	1612110894	17	14	18	628,36
52819972	1611461290	10	13	44	320,08
50240966	1610524330	1	29	38	413,17
60735451	1610495077	4	20	32	326,33
93900191	1611742774	1	6	41	41,96
12903955	1609460083	10	2	7	41,76
59836904	1612084028	4	15	12	473,88
41955741	1610155334	7	22	22	324,86
12597869	1611543812	15	23	13	192,83
77783157	1610066224	17	6	2	41,96
41544063	1611380222	15	22	22	324,86
93593808	1610546146	17	17	29	329,47
89752058	1611874782	5	15	31	473,88
57186795	1609629547	1	1	31	317,94
29402301	1610539185	1	16	29	426,14
38337585	1611993214	18	21	6	327,22
95218671	1610701746	3	29	34	413,17
28964987	1610253672	13	20	12	326,33
23620974	1610273722	11	12	43	303,02
33158607	1610046658	10	21	42	327,22
37729940	1610377300	20	21	11	327,22
45102150	1609654760	7	4	7	34,12
35230604	1609523419	11	3	15	36,71
53762171	1611539127	2	4	43	34,12
93983867	1611435349	12	10	25	520,6
85297386	1611234186	4	10	37	520,6
40650629	1610184497	8	11	15	321,25
90950116	1611309032	14	19	38	31,01
11650479	1610851418	8	8	8	30,44
75667129	1610267399	14	7	37	39,77
96516668	1611654528	1	6	28	41,96
45351443	1610772600	17	11	33	321,25
15420685	1611876820	7	22	6	324,86
69905277	1611283909	3	15	13	473,88
94028672	1610758221	18	15	47	473,88
71260578	1610471168	8	5	8	37,64
54735796	1609631814	1	19	12	31,01
38295432	1612033764	13	3	17	36,71
31946750	1610030395	5	12	37	303,02
27339936	1611145209	20	17	20	329,47
29603284	1610772997	15	11	13	321,25
97087564	1611656285	2	17	7	329,47
60057168	1612110596	18	13	20	320,08
62971205	1610143783	19	18	7	394,4
95325372	1609719278	2	6	15	41,96
45802513	1611973836	14	18	38	394,4
17847284	1610564118	20	26	13	182,14
48227702	1612059074	5	5	31	37,64
88184093	1610515933	8	28	38	385,96
59756232	1610995256	2	22	36	324,86
42598167	1611987082	9	4	4	34,12
33555541	1610993875	5	1	38	317,94
39373211	1611359603	7	18	45	394,4
86416190	1611571843	15	10	10	520,6
84411111	1611597244	7	12	6	303,02
84127264	1609804617	18	5	13	37,64
40044772	1610688545	8	13	15	320,08
59472625	1609835155	6	8	5	30,44
66358286	1611833205	11	9	44	25,39
71566533	1610871762	15	5	43	37,64
31523722	1610077107	12	29	24	413,17
38340436	1610609685	19	23	20	192,83
70260357	1611985643	20	5	36	37,64
96474571	1609867746	13	15	4	473,88
33848092	1610137244	5	2	12	41,76
18395790	1611083191	10	12	41	303,02
80214370	1611698860	16	16	36	426,14
52761859	1612040439	2	23	10	192,83
82276099	1610778371	19	20	22	326,33
18609961	1611672611	18	18	29	394,4
80484079	1611357403	10	7	12	39,77
96155745	1610260122	2	20	41	326,33
34247948	1611085749	10	23	17	192,83
74883687	1611750182	19	18	5	394,4
18688241	1611799685	16	29	12	413,17
21874198	1611900791	18	19	34	31,01
59779023	1609860267	3	11	43	321,25
32436871	1609832368	9	15	7	473,88
35713625	1611725600	3	9	11	25,39
57128751	1610301793	19	15	36	473,88
79251975	1610069832	17	16	25	426,14
44594734	1610429157	16	23	10	192,83
13552290	1609931207	15	1	12	317,94
35606137	1612094671	2	20	31	326,33
72153770	1611194029	1	17	23	329,47
17521205	1611206671	3	11	40	321,25
36218978	1610013366	6	5	34	37,64
69933383	1610511999	4	14	35	628,36
23928501	1610051839	19	8	10	30,44
24190169	1611007914	5	17	31	329,47
92945321	1610807471	18	1	47	317,94
50116974	1611063005	5	13	13	320,08
64695755	1609614783	13	25	41	268,58
17335204	1610462263	8	2	16	41,76
84295496	1609955467	12	13	21	320,08
43102283	1611722686	3	6	12	41,96
43558461	1610362029	2	8	31	30,44
29709634	1611712894	9	10	16	520,6
21355468	1609635151	14	27	6	268,29
57143583	1610588674	17	21	45	327,22
13390301	1611266572	2	10	13	520,6
99309776	1609695896	2	23	43	192,83
44147864	1610248823	20	24	15	599,19
69724493	1611622612	4	18	9	394,4
59844551	1609975827	11	18	12	394,4
84867985	1610790027	4	23	39	192,83
41646112	1611063632	14	19	9	31,01
87167916	1612073711	8	16	1	426,14
61036951	1609762879	8	18	6	394,4
67157956	1610905383	12	20	28	326,33
34462175	1610048467	3	4	27	34,12
83367394	1611451790	13	20	31	326,33
92345264	1612086614	18	12	32	303,02
85268716	1610365452	3	22	7	324,86
49116790	1610750644	18	11	34	321,25
88509923	1611942875	14	16	9	426,14
72854849	1611669140	13	16	29	426,14
85266804	1611512103	5	28	9	385,96
62356360	1609964580	10	2	30	41,76
40848182	1611116897	2	4	10	34,12
80302422	1611935683	7	23	31	192,83
71355393	1610859057	1	9	15	25,39
61239617	1610564841	3	5	45	37,64
36898118	1611632788	9	16	20	426,14
44944948	1611069907	10	13	35	320,08
93048637	1609777246	15	24	34	599,19
54530774	1611815467	11	19	22	31,01
91022925	1610875669	8	22	39	324,86
55974932	1610291571	7	7	36	39,77
96814458	1610239704	5	7	9	39,77
28909361	1611737089	10	17	22	329,47
57455954	1611045424	16	3	43	36,71
82554963	1611971121	9	21	45	327,22
21014549	1612009320	8	17	22	329,47
88264297	1611842503	5	24	34	599,19
14835541	1610692092	15	28	8	385,96
11568509	1610808604	6	4	31	34,12
24559188	1611746989	5	16	45	426,14
40421550	1609733804	7	5	40	37,64
43465718	1611602303	6	14	19	628,36
37374281	1610414519	4	10	20	520,6
94051479	1610639664	17	1	29	317,94
19415407	1611716772	20	2	45	41,76
98620747	1609648201	9	4	44	34,12
61019935	1610585516	17	6	35	41,96
29303020	1610105733	8	26	41	182,14
44030534	1610308699	10	28	34	385,96
15872411	1610955730	17	20	24	326,33
72115033	1611925821	20	14	36	628,36
12121214	1610108049	9	8	4	30,44
40437322	1611197358	4	22	6	324,86
70989091	1610363056	13	21	6	327,22
66392869	1611336832	8	29	30	413,17
11069462	1611532694	12	26	30	182,14
53264217	1611723650	8	11	47	321,25
48564893	1609617063	19	20	31	326,33
78521827	1610325359	9	13	37	320,08
65047941	1611821713	17	4	1	34,12
13050872	1611426313	5	9	24	25,39
37407430	1609566931	4	20	19	326,33
32736738	1611275858	9	20	29	326,33
44344266	1611351625	6	25	11	268,58
64167058	1609516219	9	15	47	473,88
78115110	1610080929	4	15	1	473,88
52771264	1610064160	19	22	1	324,86
97106777	1611112133	18	4	7	34,12
90376303	1611297857	1	9	21	25,39
27817619	1611637890	5	12	26	303,02
60984538	1611333929	2	26	20	182,14
52546446	1610277055	20	23	10	192,83
45098266	1610157625	15	2	34	41,76
61022569	1611984924	13	27	32	268,29
14651441	1611634696	4	15	10	473,88
51502363	1610776581	15	4	37	34,12
91892880	1611636698	14	6	18	41,96
60688163	1610251302	16	12	8	303,02
71594355	1611475355	20	29	37	413,17
57760548	1610178033	12	28	29	385,96
88021977	1610115380	17	28	17	385,96
77372186	1611172395	20	4	26	34,12
13969843	1611139296	5	20	15	326,33
30353021	1610375313	19	24	26	599,19
16831682	1610348487	20	7	28	39,77
40312114	1609614558	16	28	21	385,96
70362319	1611356941	17	21	33	327,22
25891357	1611365097	18	12	11	303,02
97237633	1610703482	14	9	44	25,39
21801693	1611565840	14	29	6	413,17
35231065	1611301438	13	8	8	30,44
92515831	1609743519	17	4	11	34,12
37943046	1610954860	18	3	3	36,71
50697078	1611499787	19	4	25	34,12
75031373	1610464976	8	16	36	426,14
14132212	1610120281	10	22	26	324,86
52211306	1611255871	13	1	37	317,94
81772705	1610514009	2	4	13	34,12
57770869	1611174675	6	14	20	628,36
65143522	1611762604	15	4	14	34,12
18904100	1610591237	6	15	1	473,88
63870342	1612113064	1	5	15	37,64
25149514	1611491716	1	21	19	327,22
96380732	1610428965	16	28	34	385,96
63123822	1610204758	6	18	43	394,4
45380057	1609882872	15	12	47	303,02
48542366	1611934562	17	13	7	320,08
24248418	1611655506	8	13	9	320,08
77629180	1609543457	14	16	16	426,14
47999334	1611109878	19	3	38	36,71
82467136	1609636613	13	8	40	30,44
80320714	1611681902	10	9	40	25,39
29764017	1610915443	1	2	18	41,76
54855117	1610533072	2	17	44	329,47
98729893	1610309746	10	24	14	599,19
76756295	1609918039	8	17	40	329,47
84180163	1609808305	4	20	23	326,33
51597548	1609657671	16	16	38	426,14
63883005	1612046231	8	21	28	327,22
92833593	1609981155	4	16	6	426,14
63154159	1611980121	9	21	32	327,22
52251042	1612048205	17	9	38	25,39
80065640	1610188197	10	2	16	41,76
52327881	1610939685	16	28	26	385,96
99655487	1610988586	10	12	39	303,02
91232580	1610823053	19	3	38	36,71
12141786	1611237523	3	24	1	599,19
45240981	1609481280	7	25	44	268,58
35032765	1609913819	11	25	12	268,58
74866858	1610857228	10	13	2	320,08
91994193	1610160443	5	22	10	324,86
59741671	1610504107	19	22	14	324,86
95223937	1611071577	12	12	30	303,02
81333796	1611097209	7	17	5	329,47
80465439	1611580242	11	22	32	324,86
32832053	1610100477	19	12	3	303,02
39141240	1610376227	4	5	24	37,64
39106393	1610918198	15	8	41	30,44
56833023	1609688989	20	6	7	41,96
36802125	1609462456	19	20	9	326,33
10335473	1609737020	5	12	43	303,02
46104054	1610283563	11	10	39	520,6
84665410	1610576264	14	29	39	413,17
12468768	1610851947	7	29	3	413,17
29260285	1610860331	17	23	8	192,83
64590842	1611293026	16	15	42	473,88
10490203	1611250701	12	7	6	39,77
57545317	1611807871	6	27	6	268,29
15281613	1612015938	19	18	11	394,4
36297758	1610535292	2	14	10	628,36
63576557	1610482849	5	11	14	321,25
15231521	1610788628	1	10	46	520,6
97080402	1611480323	9	17	28	329,47
30719240	1611693166	1	22	47	324,86
80228165	1610150024	18	14	2	628,36
82462862	1612086557	8	17	10	329,47
41808332	1610337902	12	4	17	34,12
42138675	1611005573	13	29	43	413,17
66329390	1609903999	9	23	25	192,83
10257559	1610499396	2	21	30	327,22
46465833	1610715199	3	27	27	268,29
98566595	1610113986	3	26	3	182,14
23568913	1610507466	5	5	45	37,64
30703957	1610659082	4	28	22	385,96
29884894	1611805410	8	28	10	385,96
22378218	1610627897	16	16	38	426,14
23848736	1611478932	15	2	16	41,76
44646355	1610238933	1	24	22	599,19
16218670	1609994679	5	25	36	268,58
88282232	1612119689	5	3	34	36,71
50481621	1611424791	14	22	37	324,86
42992254	1609699386	8	16	39	426,14
41875758	1609565693	16	23	11	192,83
68441980	1611508944	2	10	8	520,6
12380513	1611382496	5	10	27	520,6
50186438	1610659069	12	1	41	317,94
42600585	1610668592	16	12	31	303,02
33629336	1612093004	1	29	28	413,17
37793216	1611796042	5	19	40	31,01
99936890	1610222491	7	27	18	268,29
85534485	1611811954	1	21	29	327,22
35340487	1609979073	3	3	28	36,71
10337026	1612125846	17	23	19	192,83
25630515	1611422264	18	22	47	324,86
33046317	1609644727	8	27	43	268,29
72394227	1610436713	19	13	28	320,08
68822996	1609813555	18	29	38	413,17
63705594	1610935866	5	17	29	329,47
33682980	1609521581	7	23	21	192,83
88669759	1609634800	7	4	17	34,12
94910900	1610840765	9	26	34	182,14
81038946	1610498162	8	26	6	182,14
18157742	1611449501	2	2	7	41,76
50815983	1611538883	9	22	8	324,86
11328574	1609631826	18	10	10	520,6
87372529	1611963905	9	27	6	268,29
93512132	1611210260	15	25	25	268,58
22387385	1609959264	1	25	30	268,58
84320068	1611470627	4	12	47	303,02
79622952	1611747128	8	16	22	426,14
60666226	1610620894	19	7	31	39,77
65275499	1610374895	2	10	44	520,6
71361229	1611682579	18	19	40	31,01
98714149	1611265846	2	18	34	394,4
65524169	1610338421	2	11	31	321,25
13726692	1610212899	4	27	44	268,29
19431905	1610173708	12	7	9	39,77
72450143	1610343426	14	14	17	628,36
66864083	1610102027	12	21	15	327,22
12499385	1611703267	3	15	16	473,88
81032287	1609902403	4	14	7	628,36
25151850	1610552378	16	29	12	413,17
81187863	1610795206	19	7	3	39,77
66757119	1611803106	9	13	44	320,08
65968489	1611171644	10	15	5	473,88
37654431	1610721007	7	16	43	426,14
72576393	1610660528	6	8	16	30,44
55356323	1611942182	16	19	20	31,01
22687164	1611854281	6	8	7	30,44
26963550	1609672965	14	21	30	327,22
64614741	1609556546	10	14	27	628,36
82862114	1609575189	15	3	35	36,71
80050246	1611929380	15	6	15	41,96
80135895	1609792063	3	28	25	385,96
57042792	1609823406	3	26	24	182,14
65136564	1611613048	15	9	15	25,39
88379289	1611147155	17	6	4	41,96
16758551	1611289062	10	20	1	326,33
79036482	1610929960	20	8	30	30,44
28637254	1609720686	18	12	45	303,02
83591111	1611628806	3	11	11	321,25
26377655	1610950323	16	7	42	39,77
92883807	1611648813	13	13	43	320,08
53256228	1611466688	9	14	30	628,36
74715555	1611833323	14	7	10	39,77
51330313	1610694648	6	3	41	36,71
99205139	1610141104	2	19	3	31,01
97280015	1611963845	14	28	2	385,96
65513081	1611525369	14	12	44	303,02
65570082	1610709170	11	27	28	268,29
45190994	1610600271	1	23	35	192,83
55186239	1611149470	17	9	42	25,39
49134036	1611690659	17	16	24	426,14
78046602	1611871026	2	29	25	413,17
96003602	1610474047	15	14	2	628,36
73264176	1611315745	13	14	32	628,36
67376011	1611221357	8	6	24	41,96
41471822	1611081850	11	4	16	34,12
75439013	1610472981	10	21	40	327,22
39012999	1610085871	10	19	19	31,01
10188756	1610360769	3	1	19	317,94
89566741	1610985808	14	28	3	385,96
59507224	1609934886	8	5	11	37,64
29405627	1611390431	9	19	10	31,01
23331211	1610518989	19	27	32	268,29
74969010	1611149031	11	27	18	268,29
23744437	1611325779	16	12	7	303,02
74926727	1610681062	19	1	46	317,94
85246767	1611043468	12	3	22	36,71
