order_id	order_timestamp	sales_area_id	sku_id	items_qty	price_per_item
7410464	1579258446	18	PD-07	6	323,01
7529103	1578927059	14	FF-01	16	581,74
4457376	1579922448	10	FF-04	8	248,07
9892023	1578106402	15	FF-02	18	253,25
2593925	1579801817	3	PD-01	19	311,9
3633068	1579060954	13	SS-02	16	316,82
1737293	1580201116	2	SS-01	37	31,01
4117346	1578590758	11	FF-04	3	248,07
3765569	1578694213	20	NN-01	19	308,62
3597858	1578503134	3	SS-03	43	314,54
9126400	1579092541	12	SS-01	43	31,01
3801765	1578915148	2	FF-06	44	393,5
9703853	1580279120	20	SS-05	24	189,03
7489297	1578916769	7	SS-04	43	306,24
4181555	1578409785	8	SS-03	42	314,54
6823063	1578731986	6	FF-06	10	393,5
2841601	1579919743	14	BB-03	13	515,44
1265212	1578346468	17	PD-02	20	303,02
3890274	1580303522	10	PD-08	25	382,91
4566149	1579613172	12	BB-01	5	30,13
1960378	1578663299	8	PD-03	14	313,77
1418112	1578530048	20	SS-02	16	316,82
5095080	1578200442	2	NN-02	27	39,75
8840469	1580029029	13	SS-02	31	316,82
3166122	1578304962	10	FF-02	22	253,25
8401884	1580349736	12	SS-04	27	306,24
5212621	1579792709	8	SS-02	46	316,82
8141262	1580418263	8	NN-05	2	35,48
3173608	1578430485	11	NN-02	39	39,75
7936841	1578844383	9	FF-04	9	248,07
7139703	1578972848	11	FF-05	10	360,38
3443801	1578923945	15	SS-01	2	31,01
5333006	1579874247	13	BB-03	24	515,44
2554847	1579474315	7	PD-07	23	323,01
6420688	1578690629	2	NN-06	25	40,33
4061596	1580487557	10	PD-07	27	323,01
4646020	1579779387	18	BB-02	27	24,89
9788642	1579852822	10	PD-06	21	405,69
7882985	1578401998	16	BB-01	6	30,13
1798955	1579140659	9	NN-02	10	39,75
6344083	1578871702	11	NN-06	40	40,33
6617413	1577923710	8	SS-03	47	314,54
4672601	1577917007	1	PD-08	8	382,91
5006395	1578820376	12	BB-02	46	24,89
6928873	1579902020	15	NN-05	24	35,48
6175485	1579315055	16	FF-02	27	253,25
9992087	1580436647	3	PD-04	8	586,6
1811714	1579094637	3	SS-01	41	31,01
1712245	1579984217	16	NN-07	39	38,99
9225878	1579618290	1	NN-04	20	31,55
4304991	1578755895	13	BB-03	30	515,44
7054399	1579201599	14	PD-04	37	586,6
8972610	1578727237	3	NN-06	20	40,33
6247178	1578279257	6	FF-01	37	581,74
1223491	1578252083	6	FF-06	34	393,5
5660930	1578150257	16	FF-03	9	170,03
8739156	1579410014	4	PD-05	43	442,38
7109374	1579370313	20	NN-04	28	31,55
8410544	1578868975	11	FF-03	27	170,03
1893929	1580128963	5	SS-02	33	316,82
5280616	1578117541	10	FF-03	8	170,03
1398674	1579302363	3	PD-07	15	323,01
7246649	1577971911	9	FF-01	36	581,74
3046714	1577839820	5	NN-02	13	39,75
2547046	1579297715	17	FF-01	2	581,74
8191201	1579547721	2	SS-05	35	189,03
7685823	1578982195	18	FF-05	23	360,38
8000338	1578078824	11	PD-06	20	405,69
2770354	1578424289	18	BB-01	34	30,13
1880629	1579278534	18	NN-02	33	39,75
8126980	1580463672	17	BB-03	23	515,44
4796135	1577871551	11	FF-06	36	393,5
2848086	1580317097	9	FF-06	14	393,5
4411715	1579988613	12	PD-03	36	313,77
7096402	1580225125	1	NN-05	46	35,48
2628697	1578543059	12	NN-05	23	35,48
1578802	1578681336	20	PD-06	16	405,69
3228740	1578508921	1	FF-05	36	360,38
8461973	1578410171	13	PD-04	1	586,6
1500935	1578561680	7	PD-02	35	303,02
3834038	1578828753	11	NN-06	23	40,33
6893907	1579767208	1	SS-03	47	314,54
5830044	1579413599	2	PD-08	31	382,91
8832701	1578932903	14	PD-06	19	405,69
5678067	1578606276	1	FF-04	12	248,07
8848403	1579955708	10	PD-08	32	382,91
5581985	1579786346	16	PD-07	32	323,01
7291768	1580485330	19	FF-02	34	253,25
8358641	1579589990	19	SS-04	24	306,24
8612491	1580183812	12	PD-03	41	313,77
2534162	1580347964	9	NN-03	7	35,3
2236204	1578972717	6	PD-05	7	442,38
1756781	1578627742	5	NN-01	6	308,62
2963782	1578905274	4	NN-02	18	39,75
6214043	1579319893	12	FF-01	12	581,74
5295936	1579893239	11	NN-04	2	31,55
9546942	1579758806	19	PD-01	45	311,9
7156218	1580168116	17	NN-05	39	35,48
4074058	1579906173	14	FF-04	24	248,07
7226586	1579851005	17	BB-02	35	24,89
3212421	1579103682	20	PD-01	15	311,9
7347597	1579399642	10	PD-05	42	442,38
2920804	1578286460	2	FF-06	13	393,5
9413360	1579052855	14	PD-05	4	442,38
4034747	1580219073	1	FF-04	35	248,07
7502513	1579424857	16	NN-06	13	40,33
8484426	1579120629	16	NN-06	16	40,33
4436180	1579541661	15	FF-04	8	248,07
4109203	1579994949	17	PD-04	29	586,6
5805984	1580327761	13	PD-01	27	311,9
1909364	1578814406	15	NN-07	1	38,99
4835378	1579501593	13	PD-08	5	382,91
6948729	1580418015	3	NN-02	47	39,75
2320596	1578821734	12	NN-02	46	39,75
8040818	1580178490	2	PD-05	37	442,38
4636923	1578585686	12	SS-02	41	316,82
2041823	1578003898	16	NN-04	6	31,55
9569888	1579012620	2	PD-07	12	323,01
7622401	1577850798	16	FF-06	5	393,5
6132214	1579894610	6	BB-01	41	30,13
4566215	1577934093	3	PD-08	8	382,91
7911086	1579252818	2	FF-04	20	248,07
4450518	1578253704	9	NN-05	36	35,48
7701945	1579829744	17	PD-03	5	313,77
6218737	1577964608	19	PD-06	16	405,69
8468715	1580302634	14	PD-06	43	405,69
8608563	1579330419	15	FF-01	8	581,74
7544982	1578393954	12	BB-01	2	30,13
6889679	1580116831	6	PD-07	11	323,01
2249827	1579728589	4	PD-03	25	313,77
3448912	1579745306	8	PD-03	11	313,77
5527607	1580115167	13	NN-04	18	31,55
4715305	1579304659	14	SS-03	39	314,54
5271337	1578443601	14	FF-03	20	170,03
4036455	1580306208	11	NN-06	19	40,33
6034784	1579334290	8	SS-05	11	189,03
3163632	1578396309	12	NN-02	47	39,75
6864962	1579859503	20	NN-02	25	39,75
1951686	1578992148	12	PD-07	43	323,01
2428139	1578312038	13	NN-03	41	35,3
6893296	1578419303	2	PD-02	18	303,02
7394679	1578539763	20	BB-02	46	24,89
6242477	1577869471	17	PD-06	36	405,69
8288152	1579244557	2	PD-05	16	442,38
6529346	1578037415	19	NN-07	31	38,99
7755493	1580425778	7	FF-02	13	253,25
3480757	1579941455	20	FF-04	7	248,07
1337982	1579268930	3	NN-04	47	31,55
3883703	1579344167	8	PD-02	20	303,02
9534857	1579391767	12	FF-04	25	248,07
3370882	1580041237	16	PD-05	10	442,38
9233380	1580332589	3	PD-02	18	303,02
3923930	1579451529	4	NN-06	40	40,33
7931497	1578194901	5	FF-05	8	360,38
2135001	1579082264	1	NN-06	43	40,33
9425942	1579792208	19	FF-05	33	360,38
9879564	1580296561	3	PD-08	23	382,91
9450038	1577885801	18	NN-06	5	40,33
1478410	1579817267	20	PD-08	5	382,91
7675462	1578203168	1	PD-05	20	442,38
4483555	1578298057	15	NN-03	26	35,3
4686580	1579887777	12	FF-05	31	360,38
8916579	1578662367	20	PD-07	6	323,01
5348662	1578016746	3	PD-03	32	313,77
4262717	1578449605	14	NN-03	43	35,3
3116342	1579610512	12	NN-03	22	35,3
8432670	1578842579	10	SS-04	23	306,24
6418139	1578044513	1	PD-02	5	303,02
2223615	1579568912	19	PD-08	45	382,91
9448285	1579981561	16	NN-01	41	308,62
8985902	1580321654	4	FF-04	27	248,07
2943943	1579844205	4	FF-06	9	393,5
7188965	1579574564	17	PD-06	20	405,69
4716236	1578900586	19	BB-01	19	30,13
1524048	1579371943	18	SS-04	46	306,24
5674266	1579726265	12	PD-06	36	405,69
3757633	1579653571	2	PD-08	27	382,91
7906399	1580235815	8	PD-06	3	405,69
8024657	1579510513	4	NN-03	17	35,3
3801931	1580485064	5	PD-01	20	311,9
9819780	1579374445	20	FF-05	46	360,38
9331731	1579570376	5	FF-02	4	253,25
9582390	1580335496	20	SS-05	41	189,03
9482175	1579478524	13	PD-04	34	586,6
6560821	1579290344	6	PD-05	25	442,38
4342816	1578632943	6	NN-02	30	39,75
9219761	1580109295	16	NN-07	40	38,99
7716833	1578134180	13	SS-05	24	189,03
2147194	1580349066	15	PD-02	15	303,02
5479200	1578485433	6	SS-03	32	314,54
2346172	1579775026	2	PD-03	23	313,77
4762253	1579573950	4	SS-02	7	316,82
1408157	1579214542	20	PD-08	25	382,91
1471549	1579457671	1	NN-03	1	35,3
4698379	1578492177	13	FF-04	44	248,07
7735661	1577965884	18	NN-07	1	38,99
9013377	1578991806	5	SS-01	34	31,01
6815660	1580073013	14	PD-08	29	382,91
8837833	1577915723	11	PD-07	19	323,01
7115797	1578293408	6	SS-01	36	31,01
1510527	1579243180	18	PD-08	40	382,91
4964982	1577930124	5	BB-02	24	24,89
1938320	1579738028	17	PD-05	3	442,38
5779426	1579393495	3	SS-01	4	31,01
5070109	1578178041	14	NN-03	30	35,3
7972569	1579622065	16	FF-03	43	170,03
4257065	1579448878	7	PD-05	24	442,38
9772525	1577993973	17	SS-03	1	314,54
5254154	1578802565	20	SS-03	37	314,54
6257147	1580277381	12	FF-05	25	360,38
1104358	1580047764	4	FF-03	35	170,03
9476108	1579537243	4	PD-07	46	323,01
6149755	1579937988	2	FF-02	41	253,25
4124423	1580107012	17	NN-03	36	35,3
7517257	1579204911	13	NN-05	37	35,48
3720992	1580286174	12	SS-04	46	306,24
6301612	1578391841	19	PD-06	19	405,69
8117405	1579003666	14	SS-01	13	31,01
5337970	1578358763	3	PD-05	45	442,38
6580501	1578421548	10	PD-02	26	303,02
6490449	1578415691	9	FF-02	43	253,25
1527162	1578209582	10	NN-02	17	39,75
1964182	1579407836	14	NN-04	36	31,55
3211639	1580444863	4	FF-04	1	248,07
2682092	1579780876	10	SS-03	27	314,54
6765518	1578924549	10	SS-03	7	314,54
5955741	1578612870	19	NN-01	14	308,62
8473852	1578398524	14	SS-03	33	314,54
1523927	1578011978	6	BB-01	1	30,13
4094842	1578116051	16	PD-07	35	323,01
5574230	1578935549	20	FF-06	32	393,5
8429301	1580472348	9	PD-05	8	442,38
8750127	1578346287	12	NN-04	14	31,55
1338952	1578159060	9	BB-02	32	24,89
8881718	1578113590	3	PD-07	17	323,01
3060594	1580038640	16	SS-02	30	316,82
9028052	1579923526	12	PD-03	9	313,77
3004906	1578464875	3	FF-04	24	248,07
8102869	1578304471	8	PD-01	31	311,9
7330912	1580483891	8	SS-01	34	31,01
5679859	1578262691	13	PD-05	27	442,38
5956364	1578523593	16	NN-06	19	40,33
4710120	1579883929	4	PD-07	4	323,01
5627404	1578205494	4	PD-02	5	303,02
2716995	1578295694	14	PD-02	10	303,02
3212889	1577928191	12	SS-05	21	189,03
8447784	1578809175	4	SS-04	40	306,24
3734944	1580024977	8	NN-02	45	39,75
3750950	1577884077	12	SS-01	43	31,01
7834969	1578067497	20	PD-02	8	303,02
8800636	1578595694	19	FF-03	40	170,03
7260729	1578481584	13	SS-03	8	314,54
8571746	1579343934	20	NN-05	12	35,48
1370343	1579057143	3	FF-01	21	581,74
2008230	1578870201	20	BB-01	45	30,13
6567556	1579388608	17	SS-02	27	316,82
9330642	1578466947	16	SS-02	14	316,82
1956712	1579863414	4	PD-03	32	313,77
3417608	1579691389	18	NN-03	34	35,3
2918065	1580246954	2	PD-08	17	382,91
6768510	1578270258	10	PD-04	17	586,6
3430767	1578412700	10	PD-05	9	442,38
5704246	1578170270	1	NN-04	36	31,55
6579195	1578357055	9	NN-05	8	35,48
9841067	1578577912	19	NN-05	47	35,48
8274386	1579822637	6	PD-06	1	405,69
1571095	1580026537	5	NN-05	23	35,48
3192148	1578205898	8	SS-04	34	306,24
6022602	1579690080	3	NN-03	22	35,3
9805750	1578409985	4	SS-05	38	189,03
9215969	1579780003	6	PD-02	10	303,02
1145799	1578263016	3	NN-07	17	38,99
5967196	1578120352	6	PD-01	42	311,9
2005982	1580059324	3	NN-01	41	308,62
2344840	1579199830	13	BB-03	3	515,44
5429952	1579305221	9	PD-07	26	323,01
3290120	1580158665	7	NN-05	40	35,48
9942286	1579753896	20	SS-01	4	31,01
4545047	1579075942	2	NN-05	22	35,48
7896267	1579409887	11	PD-01	10	311,9
1437328	1579788142	13	BB-03	19	515,44
9409085	1578751353	14	SS-02	1	316,82
5337047	1578346679	15	PD-05	35	442,38
1891155	1579744432	6	BB-01	47	30,13
4552912	1579693998	18	BB-03	28	515,44
8754396	1580347066	9	FF-03	25	170,03
4216518	1578487999	11	NN-03	12	35,3
6058737	1579979396	4	PD-07	4	323,01
5553375	1578509278	18	BB-03	37	515,44
5403851	1579184951	15	FF-01	9	581,74
1398391	1579155775	18	PD-03	11	313,77
2829460	1578315844	3	SS-02	39	316,82
4881228	1578813137	1	SS-04	25	306,24
5180774	1579572964	10	PD-04	4	586,6
8206589	1578510017	20	FF-01	23	581,74
5353101	1578344394	1	FF-04	36	248,07
4534731	1578857009	16	PD-08	47	382,91
6734901	1579905141	16	NN-06	6	40,33
1048368	1577932867	13	NN-04	40	31,55
3392364	1577874683	2	PD-01	42	311,9
9416304	1578522692	11	SS-02	18	316,82
3850444	1579820460	6	BB-03	32	515,44
9618213	1577892498	8	NN-06	43	40,33
9363037	1579140877	11	BB-02	3	24,89
6824718	1579439841	17	NN-04	19	31,55
6732996	1579077043	13	FF-01	7	581,74
4035837	1578362089	4	NN-04	8	31,55
8044843	1579759284	7	NN-03	17	35,3
4810503	1578488347	5	PD-02	20	303,02
6562031	1580131555	20	SS-05	34	189,03
3651846	1578339879	2	FF-06	41	393,5
3177014	1579724849	10	NN-06	15	40,33
9211302	1578506000	10	SS-05	9	189,03
1866602	1578396988	13	FF-03	35	170,03
2915068	1577950935	8	BB-01	28	30,13
3503614	1578731833	2	NN-07	25	38,99
5989062	1579110052	18	FF-02	37	253,25
9219950	1579774178	19	PD-06	10	405,69
9870811	1578110633	20	PD-06	8	405,69
1104950	1580472959	20	BB-02	47	24,89
7158505	1578533600	17	NN-03	25	35,3
2419300	1580208366	17	PD-01	47	311,9
5319271	1578749512	11	FF-02	37	253,25
7667213	1578526675	8	PD-01	19	311,9
6622066	1579985017	12	PD-07	40	323,01
7858947	1578808768	18	BB-02	35	24,89
4394803	1579295015	14	NN-05	11	35,48
1613437	1578276959	1	PD-03	32	313,77
3960872	1580036196	2	FF-05	10	360,38
7240080	1578890375	18	FF-03	3	170,03
3789824	1580393806	8	BB-01	45	30,13
1427799	1578350614	12	BB-01	18	30,13
9892388	1580363093	1	PD-05	31	442,38
6433459	1578010594	17	PD-03	46	313,77
1562932	1579922330	15	BB-02	1	24,89
1007717	1580021934	17	BB-02	30	24,89
1346359	1578969010	9	NN-04	28	31,55
1808840	1578457010	4	SS-04	9	306,24
4533255	1580015048	1	FF-05	11	360,38
4485573	1579816679	8	PD-04	2	586,6
7876958	1580482093	2	NN-05	24	35,48
8198508	1580161155	2	SS-01	44	31,01
7707308	1578331045	5	PD-02	24	303,02
1552459	1579489217	11	NN-05	39	35,48
9582838	1578318690	4	NN-01	43	308,62
5004750	1578232253	18	FF-01	28	581,74
9265755	1579431515	3	FF-05	4	360,38
5397133	1580057770	6	SS-05	16	189,03
1995123	1578451332	3	NN-03	6	35,3
8397818	1579975742	14	PD-01	43	311,9
2437808	1577993533	3	FF-05	34	360,38
7215067	1578370229	5	FF-01	43	581,74
9756189	1578122449	3	FF-06	30	393,5
7998106	1579157451	17	NN-06	31	40,33
1426906	1578717147	4	PD-07	34	323,01
4682810	1579070103	4	BB-03	28	515,44
9189715	1578060939	6	FF-05	24	360,38
8086168	1580104082	19	NN-07	1	38,99
7589141	1580213104	18	SS-01	28	31,01
9813737	1580330800	5	BB-03	36	515,44
4159966	1580187250	13	FF-01	11	581,74
8562479	1579580066	1	BB-02	9	24,89
1249317	1578906065	15	FF-05	46	360,38
6896927	1579722878	18	FF-04	11	248,07
5274605	1579284808	15	PD-03	3	313,77
9233643	1579258499	7	BB-02	30	24,89
7303214	1579330549	2	NN-03	45	35,3
7227636	1580228549	4	BB-01	36	30,13
8952097	1579834775	20	BB-02	39	24,89
5646704	1579701895	2	SS-01	18	31,01
8089468	1578956987	18	NN-03	14	35,3
2719159	1578585058	6	FF-02	24	253,25
1206830	1578385498	15	PD-03	13	313,77
1741448	1578815509	6	FF-02	38	253,25
9839018	1579713356	4	SS-01	21	31,01
9791427	1579665766	1	FF-03	22	170,03
4997571	1578688898	12	NN-05	8	35,48
2993927	1578570807	9	BB-03	16	515,44
7772316	1579602628	9	PD-02	46	303,02
3778657	1580244663	6	NN-05	22	35,48
7218787	1579527941	18	PD-01	27	311,9
2625559	1580083578	4	PD-02	20	303,02
4683790	1578936014	8	BB-03	22	515,44
3446837	1578022954	1	FF-04	20	248,07
6445530	1580126253	19	SS-03	15	314,54
3144976	1580417692	3	SS-02	21	316,82
2945900	1580135290	7	FF-03	18	170,03
7975035	1579951111	8	NN-03	3	35,3
7066646	1580142428	1	NN-04	20	31,55
7560687	1580102426	9	SS-04	6	306,24
4292929	1578153131	13	BB-01	40	30,13
9584236	1578042428	13	NN-01	21	308,62
1095406	1579240314	1	PD-07	28	323,01
5258602	1579218871	12	SS-04	10	306,24
4095448	1580214254	13	FF-04	11	248,07
4863654	1579122452	15	PD-04	19	586,6
3333723	1578982228	6	PD-06	1	405,69
5568021	1578138261	1	NN-01	31	308,62
8144561	1580167071	19	NN-03	8	35,3
2398315	1578914723	20	BB-03	25	515,44
9830505	1579706455	4	NN-06	46	40,33
8403730	1579927404	13	NN-03	43	35,3
1561204	1578380157	1	FF-05	9	360,38
8682110	1580105474	13	PD-04	1	586,6
5913600	1578435147	16	PD-07	32	323,01
7907928	1579481917	1	NN-07	38	38,99
7547565	1579545110	4	PD-04	5	586,6
3599283	1578309610	17	PD-01	24	311,9
5047188	1578433453	3	PD-04	38	586,6
6820927	1577989567	19	PD-06	24	405,69
4575187	1580231008	3	SS-03	31	314,54
3733711	1577889077	20	PD-05	10	442,38
6118027	1579897655	2	SS-02	38	316,82
8149274	1577917991	11	SS-01	29	31,01
1798226	1579895957	4	NN-06	27	40,33
5752348	1578404970	5	NN-06	46	40,33
5821755	1578568274	14	NN-04	21	31,55
5664701	1579366633	6	FF-03	28	170,03
7980827	1578057367	17	PD-07	41	323,01
3968981	1578362810	8	PD-03	6	313,77
9975718	1579764934	19	NN-01	23	308,62
4299421	1578042127	5	BB-03	47	515,44
8517438	1578371745	14	SS-05	37	189,03
5246446	1579859299	9	NN-03	13	35,3
3122179	1578830238	12	SS-04	13	306,24
3907093	1580138120	12	FF-02	38	253,25
4570442	1578779242	19	SS-01	34	31,01
8908543	1580151229	14	BB-03	26	515,44
8677347	1580197523	1	NN-07	6	38,99
1255410	1579366217	11	NN-07	11	38,99
4695757	1578076704	4	FF-02	17	253,25
9309423	1580503988	5	FF-06	10	393,5
4446890	1580434204	5	PD-02	3	303,02
2994963	1578345410	13	NN-07	1	38,99
2369104	1579367152	6	NN-05	6	35,48
2783986	1579393489	3	PD-07	27	323,01
1168899	1578239911	14	PD-05	23	442,38
7864657	1579808791	10	SS-02	42	316,82
1104597	1578703579	1	NN-02	7	39,75
5087188	1580252209	11	SS-03	11	314,54
2491283	1580206790	19	BB-02	28	24,89
7384946	1579925763	2	SS-04	45	306,24
4936199	1580358682	14	PD-07	27	323,01
8621808	1577997496	2	PD-04	47	586,6
9259016	1580358115	6	SS-04	6	306,24
3184538	1578752681	14	SS-02	38	316,82
4922652	1578629260	12	SS-01	34	31,01
3642716	1579952320	20	SS-05	10	189,03
9199566	1579316342	4	PD-07	36	323,01
7007640	1580078759	17	PD-01	18	311,9
2300473	1577942600	10	PD-03	19	313,77
8056917	1578846544	1	PD-06	16	405,69
8177858	1579998756	3	PD-03	31	313,77
1720133	1578652969	15	SS-02	18	316,82
2893209	1580350119	19	NN-05	46	35,48
6190861	1579506701	12	NN-07	17	38,99
4850690	1579014577	18	NN-05	2	35,48
4157899	1579338483	19	NN-02	19	39,75
8749977	1580296916	5	SS-03	17	314,54
3725248	1580305418	5	FF-02	30	253,25
9116408	1579352807	10	NN-01	22	308,62
7382723	1579108846	18	PD-03	38	313,77
6446873	1578952713	14	SS-01	32	31,01
6388603	1578108436	11	NN-02	3	39,75
7911703	1579583883	9	NN-06	32	40,33
8771363	1579728918	14	PD-04	23	586,6
2542352	1579111244	17	PD-05	2	442,38
4317940	1578943449	13	FF-03	1	170,03
8894958	1580306482	1	PD-03	35	313,77
6920265	1579248293	7	PD-03	39	313,77
8946473	1578916525	19	FF-04	21	248,07
3981050	1579631601	11	FF-03	6	170,03
8304719	1578967492	9	NN-04	45	31,55
6187607	1580057423	15	SS-01	45	31,01
9750650	1579249300	8	FF-01	14	581,74
5491186	1578581532	11	NN-02	28	39,75
9929710	1578075166	1	FF-02	34	253,25
3020828	1580390336	12	SS-05	6	189,03
8552432	1579700703	16	PD-05	29	442,38
3499766	1577911801	3	NN-06	16	40,33
2101889	1580290555	16	PD-07	42	323,01
4166324	1580195306	2	FF-02	23	253,25
6968327	1578121515	5	SS-01	15	31,01
4169298	1578327513	14	SS-05	28	189,03
7707459	1580118881	7	PD-06	43	405,69
5257146	1579668773	4	FF-01	29	581,74
5721230	1579507876	8	NN-03	26	35,3
9625995	1577888459	18	FF-04	22	248,07
3270151	1578959130	1	NN-07	25	38,99
7954482	1579069694	5	PD-06	47	405,69
8292375	1579021209	15	NN-07	12	38,99
6840116	1578602244	2	SS-05	19	189,03
1234753	1580292853	12	FF-02	47	253,25
6462368	1579418393	10	NN-07	39	38,99
8689429	1579424609	14	PD-01	24	311,9
3118202	1578251477	18	NN-03	31	35,3
9636823	1580423623	1	NN-05	42	35,48
2138423	1579803357	17	SS-04	17	306,24
2808024	1579718247	16	BB-02	5	24,89
1747297	1580045872	7	FF-05	44	360,38
8307485	1578494557	17	NN-05	31	35,48
3378642	1579909861	20	PD-08	6	382,91
1744691	1578303165	8	SS-02	13	316,82
7518025	1577928794	15	FF-05	38	360,38
6418920	1578168867	15	SS-04	3	306,24
7094311	1579710955	19	SS-05	46	189,03
4292232	1578120330	13	PD-05	25	442,38
6465787	1577941459	8	PD-04	42	586,6
3825718	1579974233	5	NN-02	43	39,75
6263362	1579293496	8	PD-04	43	586,6
2571394	1578274153	2	PD-05	44	442,38
1798696	1579821561	1	NN-01	26	308,62
3417986	1579513237	3	SS-01	25	31,01
2743258	1579349105	17	FF-03	36	170,03
2831083	1578300752	10	SS-03	2	314,54
7801205	1579834582	5	SS-02	16	316,82
8183545	1577990856	12	PD-08	26	382,91
1865153	1579978749	1	FF-06	22	393,5
7538653	1580155550	17	FF-05	30	360,38
4647799	1579225372	20	FF-06	37	393,5
6637459	1579340466	18	FF-06	18	393,5
6361521	1580474030	7	SS-04	33	306,24
1615130	1577948403	15	FF-06	43	393,5
6920905	1579865290	10	NN-06	25	40,33
4226238	1578526256	6	PD-04	38	586,6
5796174	1579365873	12	SS-03	8	314,54
9513300	1578525332	1	NN-06	41	40,33
7520240	1578947063	4	NN-05	2	35,48
4524422	1579465868	19	PD-07	40	323,01
9779528	1578632657	8	PD-07	6	323,01
5702148	1579450473	1	PD-07	7	323,01
9977676	1579422630	17	NN-06	45	40,33
7259386	1579149662	8	SS-01	44	31,01
8474556	1579575742	20	SS-02	40	316,82
4121969	1578827805	4	NN-06	26	40,33
3255958	1580351258	11	NN-01	5	308,62
5065896	1579465556	4	FF-06	35	393,5
6248348	1579843372	9	NN-05	23	35,48
8033194	1579303197	6	FF-01	40	581,74
3567247	1579602097	19	NN-05	42	35,48
3019540	1579936862	15	SS-04	9	306,24
7989991	1578816140	18	PD-04	33	586,6
2471772	1578753522	3	NN-04	41	31,55
8161921	1580474430	18	PD-01	11	311,9
7109886	1578594331	11	FF-05	5	360,38
8437930	1579373031	1	PD-08	36	382,91
4238928	1578707254	6	PD-06	45	405,69
3095191	1578226982	3	FF-03	24	170,03
7987164	1580053561	1	SS-02	41	316,82
5000531	1580416910	8	NN-03	20	35,3
4687475	1579871249	18	SS-03	4	314,54
5406031	1579700189	18	FF-03	29	170,03
7338858	1577919364	6	NN-05	32	35,48
1165917	1578209173	16	FF-06	27	393,5
5682787	1578592397	10	FF-01	13	581,74
6409690	1580502798	4	SS-01	11	31,01
5863133	1578642206	18	PD-05	45	442,38
9593533	1579053380	5	PD-02	5	303,02
4568886	1578104334	3	NN-02	47	39,75
7944978	1580179060	5	BB-02	18	24,89
1551244	1578198928	4	PD-08	26	382,91
8749953	1580185110	9	PD-01	23	311,9
2328220	1578045189	15	NN-02	37	39,75
2999085	1578541626	4	SS-02	27	316,82
6425283	1580131296	15	BB-01	20	30,13
4222796	1579361733	8	NN-07	34	38,99
7612192	1580247314	18	PD-01	37	311,9
9433220	1579073673	2	FF-06	26	393,5
5018456	1579013260	5	PD-07	14	323,01
7178008	1579197653	20	SS-02	19	316,82
4951366	1578608099	7	PD-06	37	405,69
6690569	1577946597	3	SS-05	30	189,03
9628171	1579248991	11	NN-02	37	39,75
7155726	1578399695	17	NN-06	8	40,33
5655017	1578672804	9	FF-05	2	360,38
8332916	1578622737	11	PD-02	15	303,02
8662715	1578984361	12	SS-03	15	314,54
2693357	1579593347	5	PD-03	43	313,77
